SIST_CRIA;NIV_TERR;COD_TERR;NOM_TERR;CL_GAL;NOM_CL_GAL;E_CRIA_GAL;E_TEM_GAL;E_GAL_VEND;E_OVOS_PROD;E_OVOS_VEND;E_SUBS;E_COMERC;E_RECEBE_ORI;E_ORI_GOV;E_ORI_PROPRIA;E_ORI_COOP;E_ORI_EMP_INT;E_ORI_EMP_PRIV;E_ORI_ONG;E_ORI_SIST_S;E_ORI_OUTRA;E_GAL_ENG;E_GAL_GALOS;E_GAL_POED;E_GAL_MATR;E_ASSOC_COOP;E_FINANC;E_FINANC_COOP;E_FINANC_INTEG;E_DAP;E_AGRIFAM;E_N_AGRIFAM;E_PRODUTOR;E_COOPERATIVA;E_SA_LDTA;E_CNPJ;GAL_TOTAL;GAL_ENG;GAL_GALOS;GAL_POED;GAL_MATR;GAL_VEND;V_GAL_VEND;Q_DZ_PROD;Q_DZ_VEND;V_Q_DZ_PROD;V_Q_DZ_VEND;A_TOTAL;A_PAST_PLANT;A_LAV_PERM;A_LAV_TEMP;A_APPRL;VTP_AGRO;RECT_AGRO;N_TRAB_TOTAL;N_TRAB_LACOS
2-SIST_POI;UF;42;Santa Catarina;3;De 201 a 500;75;75;32;70;52;12;63;44;21;6;19;10;2;;;2;69;70;55;75;37;28;8;;42;58;17;34;;;;21.447;9.356;2.043;3.964;6.084;5.462;75.160;X;X;X;X;1.642;282;32;537;283;5.703.837;4.000.403;237;203
2-SIST_POI;UF;42;Santa Catarina;4;De 501 a 1.000;6;6;3;6;5;1;5;2;2;;;;;;;;6;6;6;6;4;2;;1;3;2;4;1;;1;1;4.900;1.490;X;680;2.509;445;7.000;94.709;91.420;382.783;367.240;223;81;0;62;55;770.382;656.089;20;16
2-SIST_POI;UF;42;Santa Catarina;5;De 1.001 a 5.000;4;4;;2;1;1;3;3;;;1;2;;;;;1;1;1;4;1;2;1;;3;3;1;3;;;;14.000;X;X;X;12.580;;;X;X;X;X;60;7;1;13;7;411.505;398.680;8;7
2-SIST_POI;UF;42;Santa Catarina;6;De 5.001 a 10.000;24;24;5;18;12;1;23;23;4;8;2;11;1;;;2;;15;;24;3;6;1;;13;14;10;14;;;;164.956;;9.039;;155.917;66.088;148.437;1.577.311;993.711;5.735.703;3.056.103;297;49;8;37;45;6.657.014;3.903.906;84;56
2-SIST_POI;UF;42;Santa Catarina;7;De 10.001 a 50.000;83;83;24;56;51;;83;81;9;20;16;65;;;;2;1;50;1;83;35;33;11;;25;21;62;45;1;6;9;2.355.754;X;133.576;X;2.212.523;7.552.885;9.279.892;27.083.814;20.824.275;60.367.892;38.234.335;4.485;317;72;911;1.008;80.811.669;56.692.201;956;208
2-SIST_POI;UF;42;Santa Catarina;8;De 50.001 a 100.000;27;27;18;13;13;;27;26;;5;6;21;1;;;2;1;18;2;27;11;17;5;;5;3;24;17;;2;2;1.896.295;X;139.952;X;1.627.343;2.399.692;10.067.068;17.755.059;17.727.135;27.162.973;27.127.510;1.579;162;1;294;386;50.128.066;49.729.582;618;53
2-SIST_POI;UF;42;Santa Catarina;9;De 100.001 e mais;17;17;12;10;9;;17;15;1;5;3;12;1;;;2;2;9;1;17;9;11;8;1;2;;17;9;;4;5;3.318.313;X;177.406;X;2.893.907;4.833.722;56.353.256;22.445.713;19.136.225;57.566.423;40.699.898;3.014;20;;64;667;118.624.959;100.494.154;770;21
2-SIST_POI;UF;42;Santa Catarina;10;Total;236;236;94;175;143;15;221;194;37;44;47;121;5;;;10;80;169;66;236;100;99;34;2;93;101;135;123;1;13;17;7.775.665;200.501;462.557;201.744;6.910.863;14.858.294;75.930.813;69.084.415;58.875.718;151.704.013;109.859.409;11.300;918;113;1.917;2.450;263.107.431;215.875.015;2.693;564
2-SIST_POI;UF;43;Rio Grande do Sul;3;De 201 a 500;159;159;73;154;110;17;142;104;44;27;28;30;2;1;1;3;147;152;126;159;86;58;14;5;87;126;33;72;2;;3;47.538;20.544;4.059;10.788;12.147;11.365;251.916;156.548;96.404;662.264;411.390;8.116;352;86;3.829;699;28.442.043;24.327.759;630;468
2-SIST_POI;UF;43;Rio Grande do Sul;4;De 501 a 1.000;7;7;5;7;4;2;5;3;;1;3;;;;;;6;6;6;7;3;2;;;2;3;4;5;;;;X;2.540;X;2.165;X;X;X;X;28.100;X;101.085;609;31;0;46;104;X;X;X;22
2-SIST_POI;UF;43;Rio Grande do Sul;5;De 1.001 a 5.000;1;1;1;1;;;1;1;;;1;;;;;;1;1;;1;1;;;;;1;;1;;;;X;X;X;;X;X;X;X;;X;;X;;X;X;X;X;X;X;X
2-SIST_POI;UF;43;Rio Grande do Sul;6;De 5.001 a 10.000;38;38;3;35;34;;38;34;8;5;7;24;;;;;;34;2;38;20;20;6;1;25;28;10;20;;2;2;308.651;;26.603;X;270.678;16.750;162.300;3.710.385;3.495.213;7.874.734;7.276.337;X;13;22;205;X;9.868.091;8.955.355;125;93
2-SIST_POI;UF;43;Rio Grande do Sul;7;De 10.001 a 50.000;121;121;40;97;86;;121;111;22;25;20;83;;;;;4;93;5;121;51;52;11;2;55;46;75;71;1;10;16;3.050.687;56.320;220.793;12.728;2.760.846;2.441.430;26.949.131;32.988.247;26.595.914;106.794.082;77.788.239;3.313;128;52;1.127;653;140.370.858;109.961.738;820;247
2-SIST_POI;UF;43;Rio Grande do Sul;8;De 50.001 a 100.000;29;29;17;16;16;;29;29;4;13;4;15;1;;;;1;20;;29;5;6;;;5;1;28;13;;9;11;2.093.239;X;124.244;;1.923.495;3.436.140;45.348.715;20.322.655;20.322.655;38.852.454;38.852.454;2.291;49;3;164;235;86.431.707;86.007.439;626;38
2-SIST_POI;UF;43;Rio Grande do Sul;9;De 100.001 e mais;15;15;5;9;7;;15;15;;7;;8;;;;;;7;2;15;4;5;1;;;;15;3;;8;8;2.109.432;;92.060;X;1.828.335;1.085.158;11.612.458;12.912.848;11.560.360;23.849.584;18.439.632;2.218;;X;X;511;35.535.592;30.080.090;589;X
2-SIST_POI;UF;43;Rio Grande do Sul;10;Total;370;370;144;319;257;19;351;297;78;78;63;160;3;1;1;3;159;313;141;370;170;143;32;8;174;205;165;185;3;29;40;7.619.957;126.704;470.077;226.088;6.797.088;6.997.793;84.429.720;70.123.138;62.098.646;178.157.093;142.869.138;17.100;572;164;5.405;2.258;301.473.118;259.873.246;2.834;883
2-SIST_POI;UF;50;Mato Grosso do Sul;3;De 201 a 500;140;140;85;118;72;25;115;42;19;11;8;2;2;;3;2;138;139;112;140;21;32;2;;61;91;49;82;;1;3;44.304;22.991;1.779;7.911;11.623;16.118;363.475;143.694;95.258;828.968;522.708;26.926;17.417;50;2.044;4.599;29.518.040;27.195.839;645;465
2-SIST_POI;UF;50;Mato Grosso do Sul;4;De 501 a 1.000;14;14;8;10;5;3;11;6;4;2;;;;;;;13;11;13;14;1;3;1;;4;8;6;4;;;;10.350;4.114;705;3.240;2.291;5.723;116.305;50.017;13.231;218.835;60.073;4.612;3.488;3;169;606;16.568.990;16.217.258;116;104
2-SIST_POI;UF;50;Mato Grosso do Sul;5;De 1.001 a 5.000;3;3;1;3;2;1;2;1;1;;;;;;;;3;3;3;3;;;;;1;1;2;2;;;;X;3.350;X;X;X;X;X;32.810;X;327.380;X;4.150;22;2;200;502;X;X;52;52
2-SIST_POI;UF;50;Mato Grosso do Sul;7;De 10.001 a 50.000;4;4;1;4;4;;4;4;;1;1;3;;;1;;1;4;1;4;1;3;1;2;;;4;4;;;;145.500;X;13.000;X;91.000;X;X;1.750.000;1.750.000;6.598.002;6.598.002;X;2;;;X;6.791.202;6.791.202;X;6
2-SIST_POI;UF;50;Mato Grosso do Sul;8;De 50.001 a 100.000;2;2;;1;1;;2;2;;2;;;;;;;1;;;2;;;;;;;2;;;2;2;X;X;;;X;;;X;X;X;X;X;;;;X;X;X;X;
2-SIST_POI;UF;50;Mato Grosso do Sul;9;De 100.001 e mais;3;3;3;2;2;;3;3;;2;;1;;;;;2;2;;3;1;;;;;;3;1;;1;2;778.850;X;X;;554.289;23.068.134;23.471.686;X;X;X;X;1.877;;;;344;45.310.758;45.310.758;302;6
2-SIST_POI;UF;50;Mato Grosso do Sul;10;Total;166;166;98;138;86;29;137;58;24;18;9;6;2;;4;2;158;159;129;166;24;38;4;2;66;100;66;93;;4;7;1.133.373;260.561;50.617;48.351;773.844;23.111.045;23.998.616;4.709.934;4.605.262;30.324.301;29.664.779;37.828;20.929;54;2.413;6.092;99.572.484;96.493.019;1.168;633
2-SIST_POI;UF;51;Mato Grosso;3;De 201 a 500;814;814;561;672;415;193;621;195;67;107;16;10;5;;2;8;802;796;515;814;102;139;21;1;197;561;253;536;;3;8;258.890;146.848;10.385;36.876;64.781;130.925;2.753.954;976.045;492.482;6.103.778;2.961.663;381.610;173.005;1.463;44.294;110.377;306.599.311;291.024.905;4.546;3.484
2-SIST_POI;UF;51;Mato Grosso;4;De 501 a 1.000;81;81;69;66;48;18;63;16;9;6;2;3;;;;;80;79;59;81;16;13;1;;19;66;15;48;;;;57.879;37.661;1.613;X;9.931;50.610;938.115;215.891;97.906;1.191.182;531.040;7.577;2.058;55;380;2.736;X;X;249;209
2-SIST_POI;UF;51;Mato Grosso;5;De 1.001 a 5.000;20;20;16;17;13;1;19;7;1;3;1;1;;;1;1;19;17;12;20;3;2;1;;5;16;4;16;;;1;X;26.927;1.066;12.329;X;X;X;237.040;197.800;1.733.212;1.532.146;168.457;68.081;5;132;96.407;56.924.048;56.208.522;X;48
2-SIST_POI;UF;51;Mato Grosso;7;De 10.001 a 50.000;1;1;1;;;;1;1;;;;1;;;;;;;;1;;1;;;1;1;;1;;;;X;;;;X;X;X;;;;;X;X;;;X;X;X;X;X
2-SIST_POI;UF;51;Mato Grosso;9;De 100.001 e mais;8;8;3;4;4;;8;8;;4;1;5;;;;;;6;1;8;3;3;1;;1;;8;6;;2;2;1.758.000;;112.900;X;1.485.100;1.174.000;8.802.800;5.070.209;5.070.209;8.020.569;8.020.569;X;X;;;X;17.109.569;17.109.569;402;X
2-SIST_POI;UF;51;Mato Grosso;10;Total;924;924;650;759;480;212;712;227;77;120;20;20;5;;3;9;901;898;587;924;124;158;24;1;223;644;280;607;;5;11;2.137.851;211.436;125.964;217.879;1.582.572;1.485.635;13.334.325;6.499.185;5.858.397;17.048.741;13.045.418;561.226;243.434;1.524;44.806;211.036;390.520.839;373.034.009;5.442;3.753
2-SIST_POI;UF;52;Goias;3;De 201 a 500;609;609;460;562;376;106;503;181;55;91;32;5;2;1;3;5;601;596;554;609;87;89;2;;113;404;205;445;;1;5;190.603;108.749;5.990;37.589;38.275;105.471;2.327.048;292.637;163.995;1.959.801;1.108.128;232.583;123.260;924;8.811;52.873;145.929.182;139.448.730;2.211;1.398
2-SIST_POI;UF;52;Goias;4;De 501 a 1.000;55;55;51;47;34;7;48;22;4;10;5;2;1;;;1;54;52;47;55;9;15;2;;8;39;16;44;;1;2;42.600;25.939;1.545;8.664;6.452;46.432;734.900;64.569;50.849;424.456;324.015;12.687;4.640;39;2.813;1.736;17.199.241;16.792.748;199;119
2-SIST_POI;UF;52;Goias;5;De 1.001 a 5.000;20;20;17;17;13;2;18;11;3;8;1;1;;;;;20;19;17;20;6;4;1;;6;13;7;16;;;1;31.837;22.448;301;X;3.745;44.946;799.470;52.620;44.449;240.525;182.111;2.209;273;117;152;449;2.737.435;2.453.426;124;45
2-SIST_POI;UF;52;Goias;7;De 10.001 a 50.000;8;8;4;4;3;;8;8;1;2;;4;1;;;1;1;4;;8;3;;;;1;1;7;6;;;1;323.850;X;11.950;;288.900;1.296.000;1.964.000;1.638.666;1.013.666;9.741.796;6.616.796;1.089;314;;;246;11.723.796;8.598.796;102;24
2-SIST_POI;UF;52;Goias;8;De 50.001 a 100.000;7;7;3;6;4;;7;7;;3;1;4;;;;;2;6;3;7;2;2;;;;;7;7;;;;631.000;X;89.000;21.069;401.070;350.000;2.150.000;3.616.497;3.296.152;26.143.504;24.220.744;2.594;88;;50;483;29.070.304;26.901.744;184;14
2-SIST_POI;UF;52;Goias;9;De 100.001 e mais;10;10;5;5;3;;10;10;;4;1;7;;;;;1;8;1;10;4;5;1;;;;10;6;;3;3;2.476.710;X;158.517;X;1.983.923;3.212.000;51.700.261;13.223.753;7.994.162;50.379.280;13.772.143;4.133;830;97;133;1.284;102.650.299;66.043.162;623;13
2-SIST_POI;UF;52;Goias;10;Total;709;709;540;641;433;115;594;239;63;118;40;23;4;1;3;7;679;685;622;709;111;115;6;;128;457;252;524;;5;12;3.696.600;439.997;267.303;266.935;2.722.365;5.054.849;59.675.679;18.888.742;12.563.273;88.889.361;46.223.937;255.296;129.406;1.177;11.959;57.071;309.310.257;260.238.606;3.443;1.613
2-SIST_POI;UF;53;Distrito Federal;3;De 201 a 500;68;68;57;61;48;9;59;55;52;4;;;1;;1;;65;68;55;68;13;11;;;19;37;31;51;;;;21.630;11.169;1.581;4.594;4.286;15.391;872.276;44.143;28.057;359.005;233.721;874;104;36;177;164;4.591.429;3.753.146;247;163
2-SIST_POI;UF;53;Distrito Federal;4;De 501 a 1.000;18;18;16;14;10;3;15;13;13;;;;;;;1;17;18;11;18;2;3;;;2;4;14;13;;;;X;X;1.341;2.682;X;6.410;170.300;27.371;19.122;225.650;165.928;994;112;9;154;206;X;X;72;49
2-SIST_POI;UF;53;Distrito Federal;5;De 1.001 a 5.000;1;1;;1;1;;1;1;;1;;;;;;;;1;;1;;;;;;;1;;;1;1;X;;X;;X;;;X;X;X;X;X;;;;;X;X;X;
2-SIST_POI;UF;53;Distrito Federal;7;De 10.001 a 50.000;6;6;1;5;4;;6;6;1;2;;3;;;;;;5;;6;1;3;;;1;;6;5;;1;2;264.420;;19.900;;244.520;X;X;3.644.277;2.897.667;12.462.404;7.236.134;1.147;343;;229;380;31.563.229;26.318.134;133;5
2-SIST_POI;UF;53;Distrito Federal;8;De 50.001 a 100.000;3;3;1;2;2;;3;3;;2;1;2;1;;;;;2;;3;1;1;1;;;;3;2;;1;1;246.000;;X;;232.000;X;X;X;X;X;X;X;70;;;161;12.910.873;12.910.873;X;2
2-SIST_POI;UF;53;Distrito Federal;9;De 100.001 e mais;3;3;3;1;1;;3;2;;2;;;;;;;1;2;;3;;;;;;;3;;;3;3;650.809;X;X;;575.558;6.440.448;25.084.729;X;X;X;X;723;;;;359;33.035.588;27.490.923;180;
2-SIST_POI;UF;53;Distrito Federal;10;Total;99;99;78;84;66;12;87;80;66;11;1;5;2;;1;1;83;96;66;99;17;18;1;;22;41;58;71;;6;7;1.200.902;54.412;76.261;7.276;1.062.953;7.764.249;46.473.305;8.983.044;6.566.798;31.844.567;20.888.627;4.111;629;45;560;1.270;84.605.845;72.726.505;695;219
3-SIST_PFC;UF;11;Rondonia;0;Sem galinaceos em 30.09.2017;38;;38;;;6;32;3;3;;;;;;;;;;;;;3;;;7;35;3;27;;;;;;;;;2.174;35.723;;;;;1.203;735;25;7;245;531.630;518.743;85;78
3-SIST_PFC;UF;11;Rondonia;1;De 1 a 100;1.942;1.942;1.942;;;211;1.731;419;353;63;6;14;4;;2;7;;;;;142;392;35;;760;1.617;325;1.172;;;4;102.043;;;;;69.685;1.383.855;;;;;80.067;48.487;2.376;1.477;17.414;54.564.895;50.821.372;6.068;4.991
3-SIST_PFC;UF;11;Rondonia;2;De 101 a 200;303;303;303;;;38;265;86;69;12;2;3;1;;;2;;;;;35;73;10;;120;256;47;179;;;;47.379;;;;;31.770;671.290;;;;;17.160;9.893;293;203;4.012;11.695.905;10.729.507;954;778
3-SIST_PFC;UF;11;Rondonia;3;De 201 a 500;54;54;54;;;7;47;20;20;;;;;;;1;51;29;20;;4;9;;;16;44;10;35;;;;18.835;16.162;539;2.134;;21.781;451.550;;;;;2.541;1.260;130;191;206;3.425.252;2.580.672;374;360
3-SIST_PFC;UF;11;Rondonia;4;De 501 a 1.000;11;11;11;;;;11;5;4;;1;;;;;1;11;3;1;;1;4;;;7;9;2;6;;;;8.500;8.268;202;X;;27.197;454.295;;;;;864;652;8;14;173;773.387;753.605;34;24
3-SIST_PFC;UF;11;Rondonia;5;De 1.001 a 5.000;6;6;6;;;;6;4;2;2;;;;;;;6;;;;1;;;;4;5;1;5;;;;11.400;11.400;;;;50.340;875.900;;;;;385;160;1;;211;1.085.229;1.078.150;14;14
3-SIST_PFC;UF;11;Rondonia;7;De 10.001 a 50.000;14;14;14;;;;14;7;3;;2;1;;;;1;14;;1;;5;3;;;3;10;4;10;;;;405.400;405.278;;X;;1.197.000;1.779.900;;;;;878;520;;;93;1.942.362;1.940.939;38;30
3-SIST_PFC;UF;11;Rondonia;8;De 50.001 a 100.000;12;12;12;;;;12;6;1;;;5;;;;;12;;;;1;1;;;2;6;6;9;;;2;882.000;882.000;;;;3.536.000;7.265.600;;;;;712;371;14;1;103;7.498.497;7.495.597;39;19
3-SIST_PFC;UF;11;Rondonia;9;De 100.001 e mais;3;3;3;;;;3;3;;1;;1;1;;;;3;;;;;;;;;;3;1;1;1;2;1.030.000;1.030.000;;;;1.922.000;9.428.000;;;;;717;6;;650;2;11.658.055;11.658.055;34;2
3-SIST_PFC;UF;11;Rondonia;10;Total;2.383;2.345;2.383;;;262;2.121;553;455;78;11;24;6;;2;12;97;32;22;;189;485;45;;919;1.982;401;1.444;1;1;8;2.505.557;2.353.108;741;2.286;;6.857.947;22.346.113;;;;;104.527;62.084;2.847;2.543;22.461;93.175.213;87.576.639;7.640;6.296
3-SIST_PFC;UF;12;Acre;0;Sem galinaceos em 30.09.2017;13;;13;;;6;7;1;1;;;;;;;;;;;;2;;;;5;11;2;11;;;;;;;;;46.903;87.970;;;;;887;193;7;7;536;530.207;496.781;43;39
3-SIST_PFC;UF;12;Acre;1;De 1 a 100;106;106;106;;;26;80;26;21;;;3;;1;2;;;;;;6;12;;;34;87;19;52;;;1;5.504;;;;;20.655;73.959;;;;;14.569;3.690;51;157;6.995;1.971.750;1.249.555;387;326
3-SIST_PFC;UF;12;Acre;2;De 101 a 200;16;16;16;;;;16;7;7;;;;;;;;;;;;1;4;;;9;13;3;9;;;;2.705;;;;;X;X;;;;;1.390;450;14;29;776;438.739;263.084;76;56
3-SIST_PFC;UF;12;Acre;3;De 201 a 500;4;4;4;;;;4;2;2;;;;;;;;4;2;1;;;1;;;1;3;1;3;;;1;X;X;X;X;;3.060;72.800;;;;;228;120;;9;69;X;X;40;X
3-SIST_PFC;UF;12;Acre;4;De 501 a 1.000;2;2;2;;;;2;;;;;;;;;;2;1;;;1;;;;2;2;;2;;;;X;X;X;;;X;X;;;;;X;X;X;X;X;X;X;X;X
3-SIST_PFC;UF;12;Acre;5;De 1.001 a 5.000;8;8;8;;;1;7;5;;2;;2;;;;1;8;1;;;5;3;;;1;7;1;5;;1;1;27.380;26.380;X;;;129.980;349.100;;;;;X;X;10;X;62;722.872;681.660;38;19
3-SIST_PFC;UF;12;Acre;6;De 5.001 a 10.000;6;6;6;;;1;5;1;1;;;1;;;;;6;1;;;3;3;;;2;5;1;4;;;;46.100;44.600;X;;;151.740;110.225;;;;;472;297;X;11;X;480.473;438.241;X;21
3-SIST_PFC;UF;12;Acre;7;De 10.001 a 50.000;25;25;25;;;7;18;9;1;4;2;5;;;1;;25;2;;;15;6;;;13;23;2;17;;1;1;500.455;497.455;X;;;1.946.144;1.529.962;;;;;1.661;1.000;14;80;315;7.857.008;7.435.126;171;80
3-SIST_PFC;UF;12;Acre;10;Total;180;167;180;;;41;139;51;33;6;2;11;;1;3;1;45;7;1;;33;29;;;67;151;29;103;;2;4;584.744;570.723;5.712;X;;2.302.119;2.308.361;;;;;19.928;5.993;105;302;9.107;12.268.383;10.810.422;786;552
3-SIST_PFC;UF;13;Amazonas;0;Sem galinaceos em 30.09.2017;144;;144;;;34;110;37;32;1;1;;;;;5;;;;;9;17;;;18;119;25;83;1;;1;;;;;;36.056;X;;;;;4.021;198;212;176;2.551;3.327.527;1.926.745;597;474
3-SIST_PFC;UF;13;Amazonas;1;De 1 a 100;3.514;3.514;3.514;;;1.138;2.376;524;478;18;11;3;5;21;4;18;;;;;141;233;3;1;375;3.064;450;1.959;;;9;131.658;;;;;112.415;2.232.541;;;;;92.940;8.108;9.112;7.670;35.820;56.619.547;28.201.031;14.958;12.297
3-SIST_PFC;UF;13;Amazonas;2;De 101 a 200;263;263;263;;;44;219;62;49;12;;;1;;1;2;;;;;23;27;;;49;204;59;168;;;;41.230;;;;;40.248;862.458;;;;;17.181;2.649;574;366;7.513;7.085.425;5.864.849;1.034;742
3-SIST_PFC;UF;13;Amazonas;3;De 201 a 500;105;105;105;;;7;98;50;40;10;;;;1;;1;104;36;26;;7;17;;;35;78;27;71;;;;38.525;34.175;2.246;2.104;;56.701;1.210.560;;;;;4.199;892;140;69;1.950;3.906.579;3.560.470;388;275
3-SIST_PFC;UF;13;Amazonas;4;De 501 a 1.000;26;26;26;;;;26;8;7;;;;;;;1;25;9;4;;3;5;;;8;18;8;19;;;;X;X;1.932;968;;X;569.530;;;;;781;X;38;26;X;X;X;89;68
3-SIST_PFC;UF;13;Amazonas;5;De 1.001 a 5.000;19;19;19;;;;19;11;8;3;;;;;;;16;3;5;;;4;1;;5;13;6;13;;;;39.715;33.033;1.102;5.580;;52.437;992.905;;;;;X;27;X;12;172;2.079.544;2.031.590;X;X
3-SIST_PFC;UF;13;Amazonas;7;De 10.001 a 50.000;1;1;1;;;;1;1;;1;;;;;;;1;;;;;;;;;;1;;;;;X;X;;;;X;X;;;;;X;X;X;;X;X;X;X;X
3-SIST_PFC;UF;13;Amazonas;10;Total;4.072;3.928;4.072;;;1.223;2.849;693;614;45;12;3;6;22;5;27;146;48;35;;183;303;4;1;490;3.496;576;2.313;1;;10;300.298;113.478;5.280;8.652;;506.057;8.193.179;;;;;119.563;11.899;10.110;8.319;48.166;76.334.082;44.819.198;17.130;13.896
3-SIST_PFC;UF;14;Roraima;0;Sem galinaceos em 30.09.2017;28;;28;;;18;10;4;2;1;;;;;;1;;;;;3;3;;;5;20;8;17;;;;;;;;;X;X;;;;;1.250;82;31;13;382;X;X;124;116
3-SIST_PFC;UF;14;Roraima;1;De 1 a 100;555;555;555;;;259;296;56;34;9;2;;;;10;3;;;;;22;46;;;124;463;92;399;;;;25.883;;;;;36.843;945.809;;;;;31.417;4.624;559;760;15.059;9.437.432;6.860.037;1.831;1.657
3-SIST_PFC;UF;14;Roraima;2;De 101 a 200;97;97;97;;;23;74;18;13;2;;;1;;3;;;;;;8;10;;;22;74;23;76;;;;15.334;;;;;16.254;420.370;;;;;6.531;887;129;110;3.494;3.454.305;3.051.660;341;301
3-SIST_PFC;UF;14;Roraima;3;De 201 a 500;27;27;27;;;6;21;7;3;1;;1;;;1;2;27;17;13;;5;4;;;6;18;9;15;;;;9.156;X;365;1.631;;11.463;241.985;;;;;2.058;311;25;55;1.261;1.679.663;572.398;80;65
3-SIST_PFC;UF;14;Roraima;4;De 501 a 1.000;13;13;13;;;2;11;3;2;;;;;;;1;13;1;1;;1;5;;;3;8;5;11;;;;X;8.778;X;X;;34.790;793.650;;;;;1.031;440;X;7;350;1.283.021;1.268.396;45;26
3-SIST_PFC;UF;14;Roraima;5;De 1.001 a 5.000;6;6;6;;;;6;1;;1;;;;;;;6;1;1;;1;;;;2;3;3;5;;;1;9.250;9.241;X;X;;9.441;208.220;;;;;X;250;9;X;344;1.057.570;1.046.170;X;X
3-SIST_PFC;UF;14;Roraima;6;De 5.001 a 10.000;1;1;1;;;;1;;;;;;;;;;1;1;1;;;;;;;;1;1;;;;X;X;X;X;;X;X;;;;;X;;X;X;;X;X;X;X
3-SIST_PFC;UF;14;Roraima;10;Total;727;699;727;;;308;419;89;54;14;2;1;1;;14;7;47;20;16;;40;68;;;162;586;141;524;;;1;74.443;30.754;769;1.703;;119.755;2.804.279;;;;;43.225;6.594;756;946;20.889;17.426.348;13.188.516;2.448;2.177
3-SIST_PFC;UF;15;Para;0;Sem galinaceos em 30.09.2017;217;;217;;;60;157;25;19;2;2;3;;;;;;;;;3;21;;;29;184;33;174;;;;;;;;;1.008.137;2.201.315;;;;;9.373;3.379;327;234;2.176;7.710.013;6.198.783;700;614
3-SIST_PFC;UF;15;Para;1;De 1 a 100;10.424;10.424;10.424;;;3.026;7.398;584;378;121;40;12;7;11;7;29;;;;;194;815;11;2;1.044;9.138;1.286;7.676;;1;7;451.680;;;;;309.124;6.872.574;;;;;382.062;131.854;15.171;17.441;98.138;212.104.038;154.645.011;37.576;32.593
3-SIST_PFC;UF;15;Para;2;De 101 a 200;752;752;752;;;138;614;86;31;34;8;4;2;1;;9;;;;;24;63;1;;131;616;136;580;2;;3;115.568;;;;;102.210;1.940.937;;;;;47.274;17.441;1.928;2.058;9.705;28.654.915;22.687.043;3.005;2.154
3-SIST_PFC;UF;15;Para;3;De 201 a 500;196;196;196;;;30;166;40;19;11;;6;2;;;3;190;125;97;;8;17;;;34;166;30;153;;;1;64.634;49.629;5.518;9.487;;112.615;1.962.647;;;;;14.141;3.362;875;281;6.196;7.457.862;6.399.007;738;525
3-SIST_PFC;UF;15;Para;4;De 501 a 1.000;41;41;41;;;4;37;12;8;4;;;1;;;1;40;15;9;;2;3;;;8;35;6;24;1;;3;31.115;28.055;2.002;X;;59.615;1.046.645;;;;;1.014;201;53;54;374;1.704.003;1.611.656;182;109
3-SIST_PFC;UF;15;Para;5;De 1.001 a 5.000;45;45;45;;;1;44;14;3;5;2;4;;;;;42;7;10;;5;7;;;9;38;7;35;;;;101.980;89.480;3.680;8.820;;789.760;3.105.180;;;;;3.416;1.318;259;73;1.435;3.988.825;3.820.305;169;121
3-SIST_PFC;UF;15;Para;6;De 5.001 a 10.000;7;7;7;;;;7;3;2;;;1;2;;;;7;1;;;;;;;1;5;2;6;;;;56.000;55.000;X;;;206.100;2.027.700;;;;;224;;35;1;45;2.319.535;2.319.535;24;15
3-SIST_PFC;UF;15;Para;7;De 10.001 a 50.000;65;65;65;;;1;64;41;9;10;1;23;2;;;2;65;1;;;3;3;;;8;36;29;58;;3;4;1.609.600;1.600.600;X;;;9.953.446;105.836.949;;;;;2.505;266;203;13;591;106.968.728;106.962.784;291;135
3-SIST_PFC;UF;15;Para;8;De 50.001 a 100.000;23;23;23;;;;23;20;;11;;12;;;;;23;;1;;1;2;;1;2;4;19;19;;;1;1.618.800;1.568.800;;X;;6.378.000;34.406.459;;;;;907;;237;28;283;35.338.859;35.338.859;124;36
3-SIST_PFC;UF;15;Para;9;De 100.001 e mais;18;18;18;;;;18;17;1;12;;3;;;;1;18;1;;;;2;;;1;3;15;11;;5;6;15.381.000;15.373.000;X;;;67.997.084;419.281.199;;;;;3.433;388;14;4;373;420.382.139;420.372.139;507;30
3-SIST_PFC;UF;15;Para;10;Total;11.788;11.571;11.788;;;3.260;8.528;842;470;210;53;68;16;12;7;45;385;150;117;;240;933;12;3;1.267;10.225;1.563;8.736;3;9;25;19.430.377;18.764.564;29.200;69.365;;86.916.091;578.681.605;;;;;464.349;158.209;19.101;20.188;119.315;826.628.917;760.355.122;43.316;36.332
3-SIST_PFC;UF;16;Amapa;0;Sem galinaceos em 30.09.2017;12;;12;;;4;8;3;3;;;;;;;;;;;;2;;;;5;9;3;6;;;;;;;;;X;X;;;;;783;1;14;12;622;415.378;315.106;38;30
3-SIST_PFC;UF;16;Amapa;1;De 1 a 100;482;482;482;;;103;379;87;80;3;3;;1;;4;1;;;;;37;32;;;149;412;70;349;;;2;21.541;;;;;18.513;497.724;;;;;57.735;7.895;2.977;684;20.504;13.171.236;7.493.747;1.735;1.424
3-SIST_PFC;UF;16;Amapa;2;De 101 a 200;67;67;67;;;10;57;15;15;;;;;;1;1;;;;;6;9;;;23;53;14;51;;;;10.496;;;;;11.153;307.957;;;;;4.161;444;311;144;1.893;2.559.221;1.988.187;267;190
